name,food_type_id,id_city,image_path,description,cover_image,gallery,short_description,detailed_description,ingredients,taste_profile,dietary_warnings,average_rating,review_count,source_location,source_classification,source_section
Xôi gà,f27da9a3-ef9f-42ec-bc23-64dd868be453,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/X%C3%B4i_g%C3%A0.jpg/120px-X%C3%B4i_g%C3%A0.jpg,"Được làm với nước cốt dừa và lá dứa, sau đó xé phay thịt gà luộc hoặc thịt gà quay, thái mỏng lạp sường và bày lên bát xôi như một đồ ăn kèm.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/X%C3%B4i_g%C3%A0.jpg/120px-X%C3%B4i_g%C3%A0.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/X%C3%B4i_g%C3%A0.jpg/120px-X%C3%B4i_g%C3%A0.jpg""]","Được làm với nước cốt dừa và lá dứa, sau đó xé phay thịt gà luộc hoặc thịt gà quay, thái mỏng lạp sường và bày lên bát x","Được làm với nước cốt dừa và lá dứa, sau đó xé phay thịt gà luộc hoặc thịt gà quay, thái mỏng lạp sường và bày lên bát xôi như một đồ ăn kèm.",,,,,0,Khắp cả nước,Xôi ăn chính,Xôi
Xôi gấc,f27da9a3-ef9f-42ec-bc23-64dd868be453,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/X%C3%B4i_g%E1%BA%A5c.JPG/120px-X%C3%B4i_g%E1%BA%A5c.JPG,"Là một món ăn ngon, bổ, phổ thông, và rất được ưa chuộng như một đồ thờ cúng ngày lễ, tết, giỗ chạp, hoặc đi kèm với lợn sữa quay trên mâm đồ lễ ăn hỏi. Sử dụng thịt gấc để tạo màu sắc đỏ tươi tắn và hương vị thơm ngon cho món xôi.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/X%C3%B4i_g%E1%BA%A5c.JPG/120px-X%C3%B4i_g%E1%BA%A5c.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/X%C3%B4i_g%E1%BA%A5c.JPG/120px-X%C3%B4i_g%E1%BA%A5c.JPG""]","Là một món ăn ngon, bổ, phổ thông, và rất được ưa chuộng như một đồ thờ cúng ngày lễ, tết, giỗ chạp, hoặc đi kèm với lợn","Là một món ăn ngon, bổ, phổ thông, và rất được ưa chuộng như một đồ thờ cúng ngày lễ, tết, giỗ chạp, hoặc đi kèm với lợn sữa quay trên mâm đồ lễ ăn hỏi. Sử dụng thịt gấc để tạo màu sắc đỏ tươi tắn và hương vị thơm ngon cho món xôi.",,,,,0,Khắp cả nước,"Xôi ăn sáng, xôi cúng",Xôi
Xôi lá cẩm,f27da9a3-ef9f-42ec-bc23-64dd868be453,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/X%C3%B4i_l%C3%A1_c%E1%BA%A9m.jpg/120px-X%C3%B4i_l%C3%A1_c%E1%BA%A9m.jpg,"Tương tự xôi xéo với đậu xanh tán nhuyễn, nhưng kết hợp với nước sắc của lá cẩm để lấy màu tím đỏ.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/X%C3%B4i_l%C3%A1_c%E1%BA%A9m.jpg/120px-X%C3%B4i_l%C3%A1_c%E1%BA%A9m.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/X%C3%B4i_l%C3%A1_c%E1%BA%A9m.jpg/120px-X%C3%B4i_l%C3%A1_c%E1%BA%A9m.jpg""]","Tương tự xôi xéo với đậu xanh tán nhuyễn, nhưng kết hợp với nước sắc của lá cẩm để lấy màu tím đỏ.","Tương tự xôi xéo với đậu xanh tán nhuyễn, nhưng kết hợp với nước sắc của lá cẩm để lấy màu tím đỏ.",,,,,0,Khắp cả nước,Xôi ăn sáng,Xôi
Xôi lạc Xôi đậu phộng,f27da9a3-ef9f-42ec-bc23-64dd868be453,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,,"Lạc nhân được luộc chín mềm, trộn đều với gạo nếp đã ngâm và đem lên đồ theo cách làm xôi thông thường",,[],"Lạc nhân được luộc chín mềm, trộn đều với gạo nếp đã ngâm và đem lên đồ theo cách làm xôi thông thường","Lạc nhân được luộc chín mềm, trộn đều với gạo nếp đã ngâm và đem lên đồ theo cách làm xôi thông thường",,,,,0,Khắp cả nước,Xôi,Xôi
Xôi ngũ sắc,f27da9a3-ef9f-42ec-bc23-64dd868be453,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/X%C3%B4i_ng%C5%A9_s%E1%BA%AFc.JPG/120px-X%C3%B4i_ng%C5%A9_s%E1%BA%AFc.JPG,"Xôi được nấu kết hợp với các loại nước sắc của lá cơm xanh, cơm đỏ, cơm vàng để tạo màu. Thịnh hành với các dân tộc thiểu số ( Mường , Tày , Thái ). 5 màu xôi tượng trưng cho ngũ hành",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/X%C3%B4i_ng%C5%A9_s%E1%BA%AFc.JPG/120px-X%C3%B4i_ng%C5%A9_s%E1%BA%AFc.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/X%C3%B4i_ng%C5%A9_s%E1%BA%AFc.JPG/120px-X%C3%B4i_ng%C5%A9_s%E1%BA%AFc.JPG""]","Xôi được nấu kết hợp với các loại nước sắc của lá cơm xanh, cơm đỏ, cơm vàng để tạo màu. Thịnh hành với các dân tộc thiể","Xôi được nấu kết hợp với các loại nước sắc của lá cơm xanh, cơm đỏ, cơm vàng để tạo màu. Thịnh hành với các dân tộc thiểu số ( Mường , Tày , Thái ). 5 màu xôi tượng trưng cho ngũ hành",,,,,0,Tây Bắc Bộ,"Xôi ăn chính, xôi cúng",Xôi
Xôi sắn,f27da9a3-ef9f-42ec-bc23-64dd868be453,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/X%C3%B4i_s%E1%BA%AFn.jpg/120px-X%C3%B4i_s%E1%BA%AFn.jpg,"Gạo nếp trộn đều với củ sắn nếp đã bào thành sợi hoặc chặt miếng nhỏ, đồ chín và gia chút hành phi, mỡ nước.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/X%C3%B4i_s%E1%BA%AFn.jpg/120px-X%C3%B4i_s%E1%BA%AFn.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/X%C3%B4i_s%E1%BA%AFn.jpg/120px-X%C3%B4i_s%E1%BA%AFn.jpg""]","Gạo nếp trộn đều với củ sắn nếp đã bào thành sợi hoặc chặt miếng nhỏ, đồ chín và gia chút hành phi, mỡ nước.","Gạo nếp trộn đều với củ sắn nếp đã bào thành sợi hoặc chặt miếng nhỏ, đồ chín và gia chút hành phi, mỡ nước.",,,,,0,Miền Bắc,"Xôi ăn sáng, ăn chính",Xôi
Xôi trắng,f27da9a3-ef9f-42ec-bc23-64dd868be453,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,,"Chỉ với gạo nếp và chút muối, không có bất cứ một nguyên liệu phụ nào khác hoặc đôi khi chỉ được kết hợp với một chút màu thực phẩm. Xôi trắng thường rất thịnh hành như một thứ quà trong sự kết hợp với các thực phẩm động vật",,[],"Chỉ với gạo nếp và chút muối, không có bất cứ một nguyên liệu phụ nào khác hoặc đôi khi chỉ được kết hợp với một chút mà","Chỉ với gạo nếp và chút muối, không có bất cứ một nguyên liệu phụ nào khác hoặc đôi khi chỉ được kết hợp với một chút màu thực phẩm. Xôi trắng thường rất thịnh hành như một thứ quà trong sự kết hợp với các thực phẩm động vật",,,,,0,Khắp cả nước,"Xôi ăn sáng, ăn chính, xôi cúng",Xôi
Xôi vò,f27da9a3-ef9f-42ec-bc23-64dd868be453,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,,"Điểm đặc biệt của loại xôi này là các hạt xôi được tách rất rời nhưng vẫn rất dẻo. Gần tương tự xôi xéo với đậu xanh đồ chín tán nhuyễn, nhưng gạo nếp được đồ riêng với một chút lá dứa lấy mùi thơm, và có thể có một chút bột dành dành , bột nghệ tạo màu",,[],Điểm đặc biệt của loại xôi này là các hạt xôi được tách rất rời nhưng vẫn rất dẻo. Gần tương tự xôi xéo với đậu xanh đồ ,"Điểm đặc biệt của loại xôi này là các hạt xôi được tách rất rời nhưng vẫn rất dẻo. Gần tương tự xôi xéo với đậu xanh đồ chín tán nhuyễn, nhưng gạo nếp được đồ riêng với một chút lá dứa lấy mùi thơm, và có thể có một chút bột dành dành , bột nghệ tạo màu",,,,,0,Khắp cả nước,"Xôi ăn chính, xôi cúng",Xôi
Xôi xéo,f27da9a3-ef9f-42ec-bc23-64dd868be453,97a6dbe2-3e11-4e93-b238-5648a1fc93aa,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/X%C3%B4i_x%C3%A9o.jpg/120px-X%C3%B4i_x%C3%A9o.jpg,"Xôi đặt trong bát, lấy dao lạng mỏng từng lát xéo đậu xanh lên trên, rắc hành phi và rưới chút mỡ nước. Đây được coi là một trong những món xôi khó nấu ngon nhất",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/X%C3%B4i_x%C3%A9o.jpg/120px-X%C3%B4i_x%C3%A9o.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/X%C3%B4i_x%C3%A9o.jpg/120px-X%C3%B4i_x%C3%A9o.jpg""]","Xôi đặt trong bát, lấy dao lạng mỏng từng lát xéo đậu xanh lên trên, rắc hành phi và rưới chút mỡ nước. Đây được coi là ","Xôi đặt trong bát, lấy dao lạng mỏng từng lát xéo đậu xanh lên trên, rắc hành phi và rưới chút mỡ nước. Đây được coi là một trong những món xôi khó nấu ngon nhất",,,,,0,Hà Nội,Xôi ăn sáng,Xôi
Cháo lòng,4264848d-2e17-49c9-ab45-fa0ba28673aa,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Ch%C3%A1o_l%C3%B2ng.jpg/120px-Ch%C3%A1o_l%C3%B2ng.jpg,"Cháo kết hợp với nước dùng ngọt làm từ xương lợn hay nước luộc lòng lợn, và nguyên liệu chính cho bát cháo không thể thiếu các món phủ tạng lợn luộc",https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Ch%C3%A1o_l%C3%B2ng.jpg/120px-Ch%C3%A1o_l%C3%B2ng.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Ch%C3%A1o_l%C3%B2ng.jpg/120px-Ch%C3%A1o_l%C3%B2ng.jpg""]","Cháo kết hợp với nước dùng ngọt làm từ xương lợn hay nước luộc lòng lợn, và nguyên liệu chính cho bát cháo không thể thi","Cháo kết hợp với nước dùng ngọt làm từ xương lợn hay nước luộc lòng lợn, và nguyên liệu chính cho bát cháo không thể thiếu các món phủ tạng lợn luộc",,,,,0,Khắp cả nước,Cháo,Dạng lỏng ( cháo / súp các loại)
Cháo trắng,4264848d-2e17-49c9-ab45-fa0ba28673aa,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Chinese_rice_congee.jpg/120px-Chinese_rice_congee.jpg,Nấu gạo chín nhừ trong nước. Để được thành cháo thường thì thể tích nước phải hơn gấp 3 lần thể tích gạo,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Chinese_rice_congee.jpg/120px-Chinese_rice_congee.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Chinese_rice_congee.jpg/120px-Chinese_rice_congee.jpg""]",Nấu gạo chín nhừ trong nước. Để được thành cháo thường thì thể tích nước phải hơn gấp 3 lần thể tích gạo,Nấu gạo chín nhừ trong nước. Để được thành cháo thường thì thể tích nước phải hơn gấp 3 lần thể tích gạo,,,,,0,Khắp cả nước,Cháo,Dạng lỏng ( cháo / súp các loại)
Lẩu,4264848d-2e17-49c9-ab45-fa0ba28673aa,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Day177lilybday.JPG/120px-Day177lilybday.JPG,"Gồm một nồi nước dùng đang sôi, các món ăn sống được để xung quanh và người ăn gắp đồ ăn sống bỏ vào nồi nước dùng, đợi chín tới và ăn nóng",https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Day177lilybday.JPG/120px-Day177lilybday.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Day177lilybday.JPG/120px-Day177lilybday.JPG""]","Gồm một nồi nước dùng đang sôi, các món ăn sống được để xung quanh và người ăn gắp đồ ăn sống bỏ vào nồi nước dùng, đợi ","Gồm một nồi nước dùng đang sôi, các món ăn sống được để xung quanh và người ăn gắp đồ ăn sống bỏ vào nồi nước dùng, đợi chín tới và ăn nóng",,,,,0,Khắp cả nước,Lẩu,Dạng lỏng ( cháo / súp các loại)
Mướp đắng nhồi thịt Canh khổ qua nhồi thịt,4264848d-2e17-49c9-ab45-fa0ba28673aa,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Canh_kh%E1%BB%95_qua.JPG/120px-Canh_kh%E1%BB%95_qua.JPG,"Mướp đắng được nhồi thịt, bó lại bằng hành hoa nấu trong nước xương ninh",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Canh_kh%E1%BB%95_qua.JPG/120px-Canh_kh%E1%BB%95_qua.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Canh_kh%E1%BB%95_qua.JPG/120px-Canh_kh%E1%BB%95_qua.JPG""]","Mướp đắng được nhồi thịt, bó lại bằng hành hoa nấu trong nước xương ninh","Mướp đắng được nhồi thịt, bó lại bằng hành hoa nấu trong nước xương ninh",,,,,0,Khắp cả nước,Canh,Dạng lỏng ( cháo / súp các loại)
Ốc nấu chuối đậu,4264848d-2e17-49c9-ab45-fa0ba28673aa,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Chu%E1%BB%91i_%E1%BB%91c_%C4%91%E1%BA%ADu.jpg/120px-Chu%E1%BB%91i_%E1%BB%91c_%C4%91%E1%BA%ADu.jpg,"Món ăn dân dã nhưng khá cầu kỳ với ốc luộc chín nấu cùng chuối xanh, đậu rán, thịt ba chỉ, có lá lốt, tía tô",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Chu%E1%BB%91i_%E1%BB%91c_%C4%91%E1%BA%ADu.jpg/120px-Chu%E1%BB%91i_%E1%BB%91c_%C4%91%E1%BA%ADu.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Chu%E1%BB%91i_%E1%BB%91c_%C4%91%E1%BA%ADu.jpg/120px-Chu%E1%BB%91i_%E1%BB%91c_%C4%91%E1%BA%ADu.jpg""]","Món ăn dân dã nhưng khá cầu kỳ với ốc luộc chín nấu cùng chuối xanh, đậu rán, thịt ba chỉ, có lá lốt, tía tô","Món ăn dân dã nhưng khá cầu kỳ với ốc luộc chín nấu cùng chuối xanh, đậu rán, thịt ba chỉ, có lá lốt, tía tô",,,,,0,Khắp cả nước,Canh,Dạng lỏng ( cháo / súp các loại)
Súp cua,4264848d-2e17-49c9-ab45-fa0ba28673aa,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/S%C3%BAp_cua.jpg/120px-S%C3%BAp_cua.jpg,"Món súp với thịt cua, trứng gà hoặc trứng cút ngoài ra còn có xương gà để làm súp thêm vị ngọt và bỗ dưỡng hoặc hạt bắp.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/S%C3%BAp_cua.jpg/120px-S%C3%BAp_cua.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/S%C3%BAp_cua.jpg/120px-S%C3%BAp_cua.jpg""]","Món súp với thịt cua, trứng gà hoặc trứng cút ngoài ra còn có xương gà để làm súp thêm vị ngọt và bỗ dưỡng hoặc hạt bắp.","Món súp với thịt cua, trứng gà hoặc trứng cút ngoài ra còn có xương gà để làm súp thêm vị ngọt và bỗ dưỡng hoặc hạt bắp.",,,,,0,Khắp cả nước,Súp,Dạng lỏng ( cháo / súp các loại)
Súp yến,4264848d-2e17-49c9-ab45-fa0ba28673aa,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Bird%27s_Nest_soup.jpg/120px-Bird%27s_Nest_soup.jpg,"Món ăn sang trọng, đắt tiền, bổ dưỡng nằm trong Bát trân nấu từ tổ yến với đường.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Bird%27s_Nest_soup.jpg/120px-Bird%27s_Nest_soup.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Bird%27s_Nest_soup.jpg/120px-Bird%27s_Nest_soup.jpg""]","Món ăn sang trọng, đắt tiền, bổ dưỡng nằm trong Bát trân nấu từ tổ yến với đường.","Món ăn sang trọng, đắt tiền, bổ dưỡng nằm trong Bát trân nấu từ tổ yến với đường.",,,,,0,Khắp cả nước,Súp,Dạng lỏng ( cháo / súp các loại)
Bò kho,4264848d-2e17-49c9-ab45-fa0ba28673aa,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Kho.jpg/120px-Kho.jpg,Thịt bò tẩm ướp hầm chung với rau củ [ 1 ],https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Kho.jpg/120px-Kho.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Kho.jpg/120px-Kho.jpg""]",Thịt bò tẩm ướp hầm chung với rau củ [ 1 ],Thịt bò tẩm ướp hầm chung với rau củ [ 1 ],,,,,0,Khắp cả nước,Canh,Dạng lỏng ( cháo / súp các loại)
Bánh cuốn Bánh ướt,cf5dd8cd-443c-4e7e-a35c-4fc9f6a99029,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/B%C3%A1nh_cu%E1%BB%91n_Thanh_Tr%C3%AC.jpg/120px-B%C3%A1nh_cu%E1%BB%91n_Thanh_Tr%C3%AC.jpg,"Bột gạo hấp tráng mỏng, để ăn khi còn ướt, bên trong cuốn nhân. Bánh thường ăn với một loại nước chấm pha nhạt từ nước mắm [ 7 ] [ 8 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/B%C3%A1nh_cu%E1%BB%91n_Thanh_Tr%C3%AC.jpg/120px-B%C3%A1nh_cu%E1%BB%91n_Thanh_Tr%C3%AC.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/B%C3%A1nh_cu%E1%BB%91n_Thanh_Tr%C3%AC.jpg/120px-B%C3%A1nh_cu%E1%BB%91n_Thanh_Tr%C3%AC.jpg""]","Bột gạo hấp tráng mỏng, để ăn khi còn ướt, bên trong cuốn nhân. Bánh thường ăn với một loại nước chấm pha nhạt từ nước m","Bột gạo hấp tráng mỏng, để ăn khi còn ướt, bên trong cuốn nhân. Bánh thường ăn với một loại nước chấm pha nhạt từ nước mắm [ 7 ] [ 8 ]",,,,,0,Khắp cả nước,Bánh tẻ,Món cuốn
Bò bía,cf5dd8cd-443c-4e7e-a35c-4fc9f6a99029,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Bo_Bia_Jicama_Rolls.jpg/120px-Bo_Bia_Jicama_Rolls.jpg,"Gồm bò bía mặn và bò bía ngọt, đều là bột mì cuốn các nguyện liệu khác",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Bo_Bia_Jicama_Rolls.jpg/120px-Bo_Bia_Jicama_Rolls.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Bo_Bia_Jicama_Rolls.jpg/120px-Bo_Bia_Jicama_Rolls.jpg""]","Gồm bò bía mặn và bò bía ngọt, đều là bột mì cuốn các nguyện liệu khác","Gồm bò bía mặn và bò bía ngọt, đều là bột mì cuốn các nguyện liệu khác",,,,,0,Khắp cả nước,Bánh bột mì,Món cuốn
Nem rán Chả giò,cf5dd8cd-443c-4e7e-a35c-4fc9f6a99029,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Nem_ran_cat.jpg/120px-Nem_ran_cat.jpg,"Món ăn ngon, nổi tiếng của người Việt và được chế biến từ thịt, trứng, rau củ quả băm nhỏ trộn đều, gói trong bánh đa nem và rán giòn",https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Nem_ran_cat.jpg/120px-Nem_ran_cat.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Nem_ran_cat.jpg/120px-Nem_ran_cat.jpg""]","Món ăn ngon, nổi tiếng của người Việt và được chế biến từ thịt, trứng, rau củ quả băm nhỏ trộn đều, gói trong bánh đa ne","Món ăn ngon, nổi tiếng của người Việt và được chế biến từ thịt, trứng, rau củ quả băm nhỏ trộn đều, gói trong bánh đa nem và rán giòn",,,,,0,Khắp cả nước,Bánh đa nem cuốn,Món cuốn
Gỏi cá,cf5dd8cd-443c-4e7e-a35c-4fc9f6a99029,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Vietnamese_salad_roll.jpg/120px-Vietnamese_salad_roll.jpg,Thịt cá sống cuốn trong bánh đa nem cùng rau thơm ăn với nước chấm,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Vietnamese_salad_roll.jpg/120px-Vietnamese_salad_roll.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Vietnamese_salad_roll.jpg/120px-Vietnamese_salad_roll.jpg""]",Thịt cá sống cuốn trong bánh đa nem cùng rau thơm ăn với nước chấm,Thịt cá sống cuốn trong bánh đa nem cùng rau thơm ăn với nước chấm,,,,,0,Khắp cả nước,Bánh đa nem cuốn,Món cuốn
Nem cuốn Gỏi cuốn,cf5dd8cd-443c-4e7e-a35c-4fc9f6a99029,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/SpringRoll_001.jpg/120px-SpringRoll_001.jpg,"Bánh đa nem cuộn với các loại rau thơm, bún, và một số loại thịt như thịt bò, lợn, vịt, tôm, cá, cua đã nấu chín.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/SpringRoll_001.jpg/120px-SpringRoll_001.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/SpringRoll_001.jpg/120px-SpringRoll_001.jpg""]","Bánh đa nem cuộn với các loại rau thơm, bún, và một số loại thịt như thịt bò, lợn, vịt, tôm, cá, cua đã nấu chín.","Bánh đa nem cuộn với các loại rau thơm, bún, và một số loại thịt như thịt bò, lợn, vịt, tôm, cá, cua đã nấu chín.",,,,,0,Khắp cả nước,Bánh đa nem cuốn,Món cuốn
Nem chua,cf5dd8cd-443c-4e7e-a35c-4fc9f6a99029,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Nem_Chua_after_cutting.jpg/120px-Nem_Chua_after_cutting.jpg,"Sử dụng thịt lợn, lợi dụng men của lá và thính gạo để ủ chín, có vị chua ngậy. Đặc sản nổi tiếng ở Việt Nam",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Nem_Chua_after_cutting.jpg/120px-Nem_Chua_after_cutting.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Nem_Chua_after_cutting.jpg/120px-Nem_Chua_after_cutting.jpg""]","Sử dụng thịt lợn, lợi dụng men của lá và thính gạo để ủ chín, có vị chua ngậy. Đặc sản nổi tiếng ở Việt Nam","Sử dụng thịt lợn, lợi dụng men của lá và thính gạo để ủ chín, có vị chua ngậy. Đặc sản nổi tiếng ở Việt Nam",,,,,0,Khắp cả nước,Lên men,Món cuốn
Bánh bá trạng,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,27e0cdab-29f3-4d4a-8625-cf9f82a9636e,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/RiceDumpling.JPG/120px-RiceDumpling.JPG,Bánh bao Bak Chang - tương tự bánh ú (zongzi) của Trung Quốc,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/RiceDumpling.JPG/120px-RiceDumpling.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/RiceDumpling.JPG/120px-RiceDumpling.JPG""]",Bánh bao Bak Chang - tương tự bánh ú (zongzi) của Trung Quốc,Bánh bao Bak Chang - tương tự bánh ú (zongzi) của Trung Quốc,,,,,0,,Bánh bột mì,Bánh mặn
Bánh bao,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Banhbao.jpg/120px-Banhbao.jpg,"Làm bằng bột mỳ hấp có nhân gồm thịt heo xay, mộc nhĩ, nấm hương, hành, miến, lạp xưởng, trứng chim cút hoặc trứng gà. [ 8 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Banhbao.jpg/120px-Banhbao.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Banhbao.jpg/120px-Banhbao.jpg""]","Làm bằng bột mỳ hấp có nhân gồm thịt heo xay, mộc nhĩ, nấm hương, hành, miến, lạp xưởng, trứng chim cút hoặc trứng gà. [","Làm bằng bột mỳ hấp có nhân gồm thịt heo xay, mộc nhĩ, nấm hương, hành, miến, lạp xưởng, trứng chim cút hoặc trứng gà. [ 8 ]",,,,,0,Khắp cả nước,Bánh bột mì,Bánh mặn
Bánh tiêu,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/B%C3%A1nh_ti%C3%AAu.jpg/120px-B%C3%A1nh_ti%C3%AAu.jpg,Bánh vị ngọt được chế biến bằng những nguyên liệu gồm bột mì và bột khai cùng với đường vừng / mè và chế biến bằng phương pháp rán sôi qua chảo dầu nóng,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/B%C3%A1nh_ti%C3%AAu.jpg/120px-B%C3%A1nh_ti%C3%AAu.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/B%C3%A1nh_ti%C3%AAu.jpg/120px-B%C3%A1nh_ti%C3%AAu.jpg""]",Bánh vị ngọt được chế biến bằng những nguyên liệu gồm bột mì và bột khai cùng với đường vừng / mè và chế biến bằng phươn,Bánh vị ngọt được chế biến bằng những nguyên liệu gồm bột mì và bột khai cùng với đường vừng / mè và chế biến bằng phương pháp rán sôi qua chảo dầu nóng,,,,,0,Khắp cả nước,Bánh bột mì,Bánh mặn
